age,weight,height,gender,goal,level,steps,location,mon,tue,wed,thu,fri,sat,sun
34,62,167,M,Похудение,Средний,5272,Дом,Отжимания 4x12,Растяжка 15 мин,Приседания 4x15,Кардио 25 мин,Функционалка 30 мин,Отжимания 4x12,Планка 3x1 мин
20,61,180,M,Похудение,Средний,9802,Дом,Планка 3x1 мин,Кардио 25 мин,Кардио 25 мин,Отжимания 4x12,Растяжка 15 мин,Йога 30 мин,Йога 30 мин
33,92,176,F,Похудение,Продвинутый,10819,Дом,Функционалка 30 мин,Функционалка 30 мин,Приседания 4x15,Кардио 25 мин,Отжимания 4x12,Функционалка 30 мин,Функционалка 30 мин
50,77,173,M,Похудение,Начинающий,4342,Дом,Берпи 3x20,Функционалка 30 мин,Приседания 4x15,Приседания 4x15,Планка 3x1 мин,Берпи 3x20,Отжимания 4x12
54,62,170,M,Похудение,Средний,7816,Дом,Йога 30 мин,Функционалка 30 мин,Йога 30 мин,Растяжка 15 мин,Приседания 4x15,Йога 30 мин,Приседания 4x15
35,76,174,M,Похудение,Продвинутый,11073,Дом,Йога 30 мин,Приседания 4x15,Функционалка 30 мин,Функционалка 30 мин,Берпи 3x20,Берпи 3x20,Функционалка 30 мин
36,71,171,F,Похудение,Продвинутый,5030,Дом,Планка 3x1 мин,Планка 3x1 мин,Кардио 25 мин,Функционалка 30 мин,Берпи 3x20,Отжимания 4x12,Кардио 25 мин
34,92,170,M,Похудение,Средний,6092,Дом,Кардио 25 мин,Йога 30 мин,Отжимания 4x12,Планка 3x1 мин,Йога 30 мин,Берпи 3x20,Функционалка 30 мин
53,89,164,F,Похудение,Начинающий,6059,Дом,Берпи 3x20,Растяжка 15 мин,Функционалка 30 мин,Берпи 3x20,Функционалка 30 мин,Йога 30 мин,Кардио 25 мин
19,67,194,F,Похудение,Начинающий,10500,Дом,Кардио 25 мин,Йога 30 мин,Функционалка 30 мин,Берпи 3x20,Берпи 3x20,Берпи 3x20,Йога 30 мин
22,81,182,M,Похудение,Продвинутый,5746,Дом,Берпи 3x20,Планка 3x1 мин,Планка 3x1 мин,Функционалка 30 мин,Йога 30 мин,Йога 30 мин,Приседания 4x15
47,84,180,F,Похудение,Начинающий,4119,Дом,Кардио 25 мин,Приседания 4x15,Берпи 3x20,Растяжка 15 мин,Отжимания 4x12,Растяжка 15 мин,Йога 30 мин
52,70,185,F,Похудение,Продвинутый,6724,Дом,Функционалка 30 мин,Растяжка 15 мин,Приседания 4x15,Йога 30 мин,Функционалка 30 мин,Йога 30 мин,Кардио 25 мин
50,79,186,F,Похудение,Средний,9609,Дом,Кардио 25 мин,Отжимания 4x12,Кардио 25 мин,Растяжка 15 мин,Растяжка 15 мин,Планка 3x1 мин,Отжимания 4x12
32,70,162,F,Похудение,Средний,10842,Дом,Приседания 4x15,Растяжка 15 мин,Функционалка 30 мин,Растяжка 15 мин,Кардио 25 мин,Функционалка 30 мин,Отжимания 4x12
45,71,161,F,Похудение,Продвинутый,8680,Дом,Функционалка 30 мин,Планка 3x1 мин,Функционалка 30 мин,Йога 30 мин,Растяжка 15 мин,Растяжка 15 мин,Йога 30 мин
47,64,166,M,Похудение,Продвинутый,11341,Дом,Приседания 4x15,Йога 30 мин,Йога 30 мин,Приседания 4x15,Планка 3x1 мин,Функционалка 30 мин,Растяжка 15 мин
40,86,187,M,Похудение,Средний,6862,Дом,Растяжка 15 мин,Планка 3x1 мин,Отжимания 4x12,Функционалка 30 мин,Берпи 3x20,Отжимания 4x12,Растяжка 15 мин
38,88,165,M,Похудение,Начинающий,9852,Дом,Кардио 25 мин,Функционалка 30 мин,Отжимания 4x12,Йога 30 мин,Берпи 3x20,Берпи 3x20,Берпи 3x20
37,90,173,M,Похудение,Средний,5545,Дом,Функционалка 30 мин,Кардио 25 мин,Отжимания 4x12,Функционалка 30 мин,Кардио 25 мин,Функционалка 30 мин,Функционалка 30 мин
48,65,183,M,Похудение,Продвинутый,4295,Дом,Берпи 3x20,Йога 30 мин,Берпи 3x20,Берпи 3x20,Отжимания 4x12,Растяжка 15 мин,Растяжка 15 мин
54,84,186,F,Похудение,Средний,7342,Дом,Кардио 25 мин,Приседания 4x15,Планка 3x1 мин,Отжимания 4x12,Планка 3x1 мин,Планка 3x1 мин,Йога 30 мин
23,87,188,M,Похудение,Средний,8701,Дом,Растяжка 15 мин,Берпи 3x20,Функционалка 30 мин,Йога 30 мин,Отжимания 4x12,Кардио 25 мин,Отжимания 4x12
38,93,160,M,Похудение,Средний,11300,Дом,Отжимания 4x12,Функционалка 30 мин,Растяжка 15 мин,Функционалка 30 мин,Растяжка 15 мин,Кардио 25 мин,Отжимания 4x12
20,91,188,F,Похудение,Средний,11722,Дом,Йога 30 мин,Растяжка 15 мин,Функционалка 30 мин,Растяжка 15 мин,Растяжка 15 мин,Функционалка 30 мин,Планка 3x1 мин
55,67,176,F,Похудение,Продвинутый,7142,Улица,Вело 40 мин,Скандинавская ходьба 45 мин,Кардио 30 мин,Прыжки через скакалку 3x1 мин,Прогулка 60 мин,Кардио 30 мин,Прогулка 60 мин
18,70,186,F,Похудение,Продвинутый,6602,Улица,Скандинавская ходьба 45 мин,Скандинавская ходьба 45 мин,Бег 30 мин,Прогулка 60 мин,Прыжки через скакалку 3x1 мин,Кардио 30 мин,Прыжки через скакалку 3x1 мин
19,95,194,F,Похудение,Продвинутый,6423,Улица,Бег 30 мин,Кардио 30 мин,Кардио 30 мин,Вело 40 мин,Прогулка 60 мин,Скандинавская ходьба 45 мин,Прыжки через скакалку 3x1 мин
21,68,192,M,Похудение,Продвинутый,9776,Улица,Прыжки через скакалку 3x1 мин,Прогулка 60 мин,Бег 30 мин,Скандинавская ходьба 45 мин,Вело 40 мин,Кардио 30 мин,Прыжки через скакалку 3x1 мин
43,95,164,M,Похудение,Средний,10345,Улица,Прыжки через скакалку 3x1 мин,Отжимания на турнике 3x10,Кардио 30 мин,Скандинавская ходьба 45 мин,Прогулка 60 мин,Кардио 30 мин,Вело 40 мин
33,75,174,F,Похудение,Средний,4696,Улица,Вело 40 мин,Прогулка 60 мин,Прогулка 60 мин,Прогулка 60 мин,Прогулка 60 мин,Бег 30 мин,Прыжки через скакалку 3x1 мин
52,64,190,F,Похудение,Продвинутый,11403,Улица,Отжимания на турнике 3x10,Кардио 30 мин,Скандинавская ходьба 45 мин,Прогулка 60 мин,Вело 40 мин,Прогулка 60 мин,Прогулка 60 мин
30,84,171,M,Похудение,Средний,6550,Улица,Кардио 30 мин,Прогулка 60 мин,Вело 40 мин,Вело 40 мин,Прогулка 60 мин,Бег 30 мин,Скандинавская ходьба 45 мин
46,81,180,M,Похудение,Начинающий,6371,Улица,Вело 40 мин,Скандинавская ходьба 45 мин,Отжимания на турнике 3x10,Прыжки через скакалку 3x1 мин,Скандинавская ходьба 45 мин,Отжимания на турнике 3x10,Вело 40 мин
51,60,170,M,Похудение,Продвинутый,8210,Улица,Скандинавская ходьба 45 мин,Кардио 30 мин,Скандинавская ходьба 45 мин,Вело 40 мин,Кардио 30 мин,Скандинавская ходьба 45 мин,Кардио 30 мин
43,85,177,F,Похудение,Средний,10773,Улица,Прогулка 60 мин,Прыжки через скакалку 3x1 мин,Прогулка 60 мин,Вело 40 мин,Прыжки через скакалку 3x1 мин,Бег 30 мин,Прыжки через скакалку 3x1 мин
49,83,192,M,Похудение,Средний,5741,Улица,Отжимания на турнике 3x10,Прогулка 60 мин,Отжимания на турнике 3x10,Отжимания на турнике 3x10,Прогулка 60 мин,Кардио 30 мин,Бег 30 мин
18,63,190,M,Похудение,Начинающий,10652,Улица,Скандинавская ходьба 45 мин,Отжимания на турнике 3x10,Кардио 30 мин,Прогулка 60 мин,Прыжки через скакалку 3x1 мин,Бег 30 мин,Бег 30 мин
53,71,172,F,Похудение,Средний,5791,Улица,Отжимания на турнике 3x10,Вело 40 мин,Прогулка 60 мин,Бег 30 мин,Прыжки через скакалку 3x1 мин,Бег 30 мин,Вело 40 мин
28,66,186,M,Похудение,Начинающий,11650,Улица,Бег 30 мин,Скандинавская ходьба 45 мин,Прогулка 60 мин,Скандинавская ходьба 45 мин,Прыжки через скакалку 3x1 мин,Скандинавская ходьба 45 мин,Прогулка 60 мин
27,86,184,M,Похудение,Продвинутый,10195,Улица,Прогулка 60 мин,Бег 30 мин,Кардио 30 мин,Прогулка 60 мин,Вело 40 мин,Прогулка 60 мин,Скандинавская ходьба 45 мин
40,67,169,F,Похудение,Средний,4959,Улица,Бег 30 мин,Прыжки через скакалку 3x1 мин,Бег 30 мин,Скандинавская ходьба 45 мин,Отжимания на турнике 3x10,Прыжки через скакалку 3x1 мин,Прогулка 60 мин
29,89,170,F,Похудение,Продвинутый,9428,Улица,Скандинавская ходьба 45 мин,Вело 40 мин,Прогулка 60 мин,Прогулка 60 мин,Прыжки через скакалку 3x1 мин,Скандинавская ходьба 45 мин,Прыжки через скакалку 3x1 мин
23,66,172,M,Похудение,Средний,8714,Улица,Кардио 30 мин,Отжимания на турнике 3x10,Бег 30 мин,Кардио 30 мин,Вело 40 мин,Бег 30 мин,Прыжки через скакалку 3x1 мин
27,60,181,M,Похудение,Продвинутый,6674,Улица,Скандинавская ходьба 45 мин,Бег 30 мин,Вело 40 мин,Прогулка 60 мин,Вело 40 мин,Бег 30 мин,Прогулка 60 мин
23,94,184,F,Похудение,Начинающий,9646,Улица,Кардио 30 мин,Бег 30 мин,Скандинавская ходьба 45 мин,Отжимания на турнике 3x10,Кардио 30 мин,Прыжки через скакалку 3x1 мин,Прыжки через скакалку 3x1 мин
43,65,174,F,Похудение,Начинающий,9367,Улица,Скандинавская ходьба 45 мин,Прыжки через скакалку 3x1 мин,Отжимания на турнике 3x10,Вело 40 мин,Скандинавская ходьба 45 мин,Отжимания на турнике 3x10,Бег 30 мин
52,91,177,M,Похудение,Продвинутый,9467,Улица,Прогулка 60 мин,Прогулка 60 мин,Прыжки через скакалку 3x1 мин,Прыжки через скакалку 3x1 мин,Прыжки через скакалку 3x1 мин,Прогулка 60 мин,Вело 40 мин
19,85,176,F,Похудение,Продвинутый,10986,Улица,Скандинавская ходьба 45 мин,Кардио 30 мин,Прогулка 60 мин,Прогулка 60 мин,Прогулка 60 мин,Скандинавская ходьба 45 мин,Бег 30 мин
20,88,174,M,Похудение,Начинающий,10484,Улица,Скандинавская ходьба 45 мин,Прогулка 60 мин,Кардио 30 мин,Скандинавская ходьба 45 мин,Бег 30 мин,Скандинавская ходьба 45 мин,Вело 40 мин
46,77,182,F,Похудение,Средний,6084,Улица,Кардио 30 мин,Вело 40 мин,Скандинавская ходьба 45 мин,Отжимания на турнике 3x10,Кардио 30 мин,Прогулка 60 мин,Кардио 30 мин
46,91,192,M,Похудение,Средний,5431,Улица,Прогулка 60 мин,Прыжки через скакалку 3x1 мин,Бег 30 мин,Кардио 30 мин,Вело 40 мин,Прыжки через скакалку 3x1 мин,Прогулка 60 мин
23,88,191,F,Похудение,Продвинутый,5470,Улица,Скандинавская ходьба 45 мин,Прыжки через скакалку 3x1 мин,Вело 40 мин,Прогулка 60 мин,Прыжки через скакалку 3x1 мин,Прыжки через скакалку 3x1 мин,Отжимания на турнике 3x10
27,67,165,F,Похудение,Средний,5701,Улица,Скандинавская ходьба 45 мин,Прыжки через скакалку 3x1 мин,Прогулка 60 мин,Отжимания на турнике 3x10,Прогулка 60 мин,Скандинавская ходьба 45 мин,Отжимания на турнике 3x10
39,55,176,F,Похудение,Продвинутый,11465,Улица,Кардио 30 мин,Вело 40 мин,Скандинавская ходьба 45 мин,Скандинавская ходьба 45 мин,Скандинавская ходьба 45 мин,Вело 40 мин,Отжимания на турнике 3x10
36,66,193,F,Похудение,Средний,8759,Улица,Скандинавская ходьба 45 мин,Прыжки через скакалку 3x1 мин,Скандинавская ходьба 45 мин,Вело 40 мин,Прыжки через скакалку 3x1 мин,Отжимания на турнике 3x10,Отжимания на турнике 3x10
35,95,195,M,Похудение,Начинающий,9044,Улица,Прогулка 60 мин,Скандинавская ходьба 45 мин,Кардио 30 мин,Прыжки через скакалку 3x1 мин,Прыжки через скакалку 3x1 мин,Прогулка 60 мин,Вело 40 мин
48,62,184,M,Похудение,Продвинутый,5403,Улица,Отжимания на турнике 3x10,Прогулка 60 мин,Кардио 30 мин,Прогулка 60 мин,Вело 40 мин,Отжимания на турнике 3x10,Бег 30 мин
22,87,185,F,Похудение,Начинающий,11326,Улица,Кардио 30 мин,Скандинавская ходьба 45 мин,Отжимания на турнике 3x10,Отжимания на турнике 3x10,Бег 30 мин,Скандинавская ходьба 45 мин,Прыжки через скакалку 3x1 мин
20,59,186,F,Похудение,Продвинутый,10305,Улица,Скандинавская ходьба 45 мин,Скандинавская ходьба 45 мин,Вело 40 мин,Вело 40 мин,Бег 30 мин,Прыжки через скакалку 3x1 мин,Отжимания на турнике 3x10
31,73,174,M,Похудение,Начинающий,7291,Улица,Отжимания на турнике 3x10,Отжимания на турнике 3x10,Вело 40 мин,Отжимания на турнике 3x10,Кардио 30 мин,Кардио 30 мин,Отжимания на турнике 3x10
38,58,192,F,Похудение,Начинающий,4153,Улица,Прогулка 60 мин,Прогулка 60 мин,Бег 30 мин,Отжимания на турнике 3x10,Вело 40 мин,Отжимания на турнике 3x10,Вело 40 мин
48,76,190,M,Похудение,Продвинутый,10478,Улица,Вело 40 мин,Отжимания на турнике 3x10,Скандинавская ходьба 45 мин,Прогулка 60 мин,Бег 30 мин,Бег 30 мин,Кардио 30 мин
46,55,160,M,Похудение,Продвинутый,6472,Улица,Вело 40 мин,Кардио 30 мин,Прыжки через скакалку 3x1 мин,Прыжки через скакалку 3x1 мин,Скандинавская ходьба 45 мин,Отжимания на турнике 3x10,Прогулка 60 мин
19,70,181,F,Похудение,Начинающий,11690,Улица,Прогулка 60 мин,Прогулка 60 мин,Скандинавская ходьба 45 мин,Отжимания на турнике 3x10,Прогулка 60 мин,Прогулка 60 мин,Прогулка 60 мин
23,87,168,F,Похудение,Продвинутый,5545,Улица,Скандинавская ходьба 45 мин,Отжимания на турнике 3x10,Бег 30 мин,Прыжки через скакалку 3x1 мин,Отжимания на турнике 3x10,Отжимания на турнике 3x10,Отжимания на турнике 3x10
54,78,191,F,Похудение,Средний,5538,Улица,Отжимания на турнике 3x10,Прогулка 60 мин,Скандинавская ходьба 45 мин,Отжимания на турнике 3x10,Бег 30 мин,Кардио 30 мин,Вело 40 мин
46,61,186,M,Похудение,Начинающий,11335,Улица,Прыжки через скакалку 3x1 мин,Кардио 30 мин,Кардио 30 мин,Прыжки через скакалку 3x1 мин,Отжимания на турнике 3x10,Бег 30 мин,Прогулка 60 мин
22,65,192,M,Похудение,Продвинутый,4206,Улица,Скандинавская ходьба 45 мин,Прыжки через скакалку 3x1 мин,Вело 40 мин,Прыжки через скакалку 3x1 мин,Бег 30 мин,Вело 40 мин,Вело 40 мин
20,72,191,M,Похудение,Средний,5207,Улица,Отжимания на турнике 3x10,Кардио 30 мин,Вело 40 мин,Вело 40 мин,Скандинавская ходьба 45 мин,Отжимания на турнике 3x10,Прыжки через скакалку 3x1 мин
33,85,161,M,Похудение,Начинающий,11274,Улица,Прогулка 60 мин,Отжимания на турнике 3x10,Кардио 30 мин,Прогулка 60 мин,Прыжки через скакалку 3x1 мин,Скандинавская ходьба 45 мин,Скандинавская ходьба 45 мин
47,69,163,F,Похудение,Продвинутый,8517,Улица,Прогулка 60 мин,Вело 40 мин,Прыжки через скакалку 3x1 мин,Кардио 30 мин,Кардио 30 мин,Кардио 30 мин,Вело 40 мин
54,93,189,F,Похудение,Начинающий,4198,Улица,Бег 30 мин,Вело 40 мин,Вело 40 мин,Бег 30 мин,Вело 40 мин,Кардио 30 мин,Бег 30 мин
47,89,182,F,Похудение,Средний,4040,Улица,Бег 30 мин,Скандинавская ходьба 45 мин,Скандинавская ходьба 45 мин,Бег 30 мин,Вело 40 мин,Прогулка 60 мин,Кардио 30 мин
44,68,192,M,Похудение,Средний,8438,Улица,Бег 30 мин,Вело 40 мин,Отжимания на турнике 3x10,Скандинавская ходьба 45 мин,Кардио 30 мин,Вело 40 мин,Отжимания на турнике 3x10
45,77,166,M,Похудение,Продвинутый,10806,Улица,Вело 40 мин,Прыжки через скакалку 3x1 мин,Вело 40 мин,Отжимания на турнике 3x10,Отжимания на турнике 3x10,Вело 40 мин,Прыжки через скакалку 3x1 мин
43,59,161,M,Похудение,Средний,11033,Улица,Отжимания на турнике 3x10,Прогулка 60 мин,Скандинавская ходьба 45 мин,Бег 30 мин,Отжимания на турнике 3x10,Бег 30 мин,Прыжки через скакалку 3x1 мин
44,81,168,F,Похудение,Продвинутый,8933,Улица,Прогулка 60 мин,Вело 40 мин,Скандинавская ходьба 45 мин,Кардио 30 мин,Скандинавская ходьба 45 мин,Вело 40 мин,Кардио 30 мин
52,84,186,F,Похудение,Начинающий,10287,Улица,Отжимания на турнике 3x10,Кардио 30 мин,Скандинавская ходьба 45 мин,Скандинавская ходьба 45 мин,Скандинавская ходьба 45 мин,Скандинавская ходьба 45 мин,Вело 40 мин
27,82,176,F,Похудение,Продвинутый,4172,Улица,Кардио 30 мин,Вело 40 мин,Вело 40 мин,Прогулка 60 мин,Вело 40 мин,Скандинавская ходьба 45 мин,Отжимания на турнике 3x10
54,61,167,F,Похудение,Продвинутый,7564,Улица,Скандинавская ходьба 45 мин,Отжимания на турнике 3x10,Прыжки через скакалку 3x1 мин,Прогулка 60 мин,Отжимания на турнике 3x10,Прогулка 60 мин,Кардио 30 мин
19,74,164,M,Похудение,Средний,5755,Улица,Прогулка 60 мин,Вело 40 мин,Кардио 30 мин,Кардио 30 мин,Скандинавская ходьба 45 мин,Бег 30 мин,Прогулка 60 мин
25,82,177,F,Похудение,Начинающий,5218,Улица,Бег 30 мин,Бег 30 мин,Вело 40 мин,Отжимания на турнике 3x10,Бег 30 мин,Скандинавская ходьба 45 мин,Вело 40 мин
27,72,162,F,Похудение,Средний,6065,Улица,Вело 40 мин,Кардио 30 мин,Отжимания на турнике 3x10,Отжимания на турнике 3x10,Бег 30 мин,Кардио 30 мин,Прогулка 60 мин
44,91,187,F,Похудение,Средний,7201,Улица,Бег 30 мин,Скандинавская ходьба 45 мин,Вело 40 мин,Вело 40 мин,Отжимания на турнике 3x10,Вело 40 мин,Прыжки через скакалку 3x1 мин
50,72,191,M,Похудение,Начинающий,4201,Улица,Бег 30 мин,Прыжки через скакалку 3x1 мин,Прыжки через скакалку 3x1 мин,Скандинавская ходьба 45 мин,Кардио 30 мин,Прыжки через скакалку 3x1 мин,Прогулка 60 мин
31,75,174,M,Похудение,Начинающий,6209,Улица,Отжимания на турнике 3x10,Прогулка 60 мин,Прогулка 60 мин,Скандинавская ходьба 45 мин,Прыжки через скакалку 3x1 мин,Бег 30 мин,Прыжки через скакалку 3x1 мин
45,56,194,F,Похудение,Продвинутый,5425,Улица,Прогулка 60 мин,Бег 30 мин,Прыжки через скакалку 3x1 мин,Бег 30 мин,Кардио 30 мин,Отжимания на турнике 3x10,Отжимания на турнике 3x10
52,70,175,F,Похудение,Продвинутый,4418,Улица,Скандинавская ходьба 45 мин,Вело 40 мин,Бег 30 мин,Прогулка 60 мин,Отжимания на турнике 3x10,Вело 40 мин,Прогулка 60 мин
48,62,192,M,Похудение,Начинающий,8595,Улица,Кардио 30 мин,Бег 30 мин,Прогулка 60 мин,Кардио 30 мин,Бег 30 мин,Вело 40 мин,Скандинавская ходьба 45 мин
52,62,166,F,Похудение,Начинающий,4723,Улица,Прогулка 60 мин,Вело 40 мин,Прогулка 60 мин,Вело 40 мин,Отжимания на турнике 3x10,Бег 30 мин,Прогулка 60 мин
33,91,163,M,Похудение,Начинающий,11180,Улица,Вело 40 мин,Отжимания на турнике 3x10,Прогулка 60 мин,Бег 30 мин,Прыжки через скакалку 3x1 мин,Скандинавская ходьба 45 мин,Прыжки через скакалку 3x1 мин
49,95,165,F,Похудение,Средний,5231,Улица,Прогулка 60 мин,Прогулка 60 мин,Прогулка 60 мин,Скандинавская ходьба 45 мин,Бег 30 мин,Прыжки через скакалку 3x1 мин,Кардио 30 мин
41,71,192,F,Похудение,Продвинутый,4741,Улица,Отжимания на турнике 3x10,Вело 40 мин,Вело 40 мин,Прогулка 60 мин,Прогулка 60 мин,Скандинавская ходьба 45 мин,Кардио 30 мин
19,88,164,M,Похудение,Начинающий,4148,Улица,Кардио 30 мин,Отжимания на турнике 3x10,Прыжки через скакалку 3x1 мин,Скандинавская ходьба 45 мин,Отжимания на турнике 3x10,Вело 40 мин,Прогулка 60 мин
35,80,189,M,Похудение,Начинающий,6495,Улица,Скандинавская ходьба 45 мин,Вело 40 мин,Кардио 30 мин,Прыжки через скакалку 3x1 мин,Отжимания на турнике 3x10,Прогулка 60 мин,Прогулка 60 мин
48,89,184,M,Похудение,Средний,9024,Улица,Бег 30 мин,Прогулка 60 мин,Бег 30 мин,Прыжки через скакалку 3x1 мин,Прыжки через скакалку 3x1 мин,Прогулка 60 мин,Отжимания на турнике 3x10
34,80,160,F,Похудение,Начинающий,5041,Улица,Отжимания на турнике 3x10,Вело 40 мин,Вело 40 мин,Бег 30 мин,Бег 30 мин,Прыжки через скакалку 3x1 мин,Прыжки через скакалку 3x1 мин
40,95,180,F,Похудение,Начинающий,9643,Улица,Бег 30 мин,Скандинавская ходьба 45 мин,Прогулка 60 мин,Бег 30 мин,Прыжки через скакалку 3x1 мин,Вело 40 мин,Вело 40 мин
21,76,168,F,Похудение,Начинающий,5822,Улица,Бег 30 мин,Кардио 30 мин,Кардио 30 мин,Прыжки через скакалку 3x1 мин,Прогулка 60 мин,Отжимания на турнике 3x10,Бег 30 мин
34,69,168,F,Похудение,Средний,5124,Улица,Отжимания на турнике 3x10,Прыжки через скакалку 3x1 мин,Прогулка 60 мин,Вело 40 мин,Прогулка 60 мин,Прогулка 60 мин,Вело 40 мин
49,90,179,M,Похудение,Средний,7427,Улица,Вело 40 мин,Вело 40 мин,Вело 40 мин,Прыжки через скакалку 3x1 мин,Отжимания на турнике 3x10,Бег 30 мин,Кардио 30 мин
49,78,169,F,Похудение,Средний,5261,Улица,Отжимания на турнике 3x10,Скандинавская ходьба 45 мин,Прогулка 60 мин,Вело 40 мин,Вело 40 мин,Прыжки через скакалку 3x1 мин,Бег 30 мин
32,63,173,M,Похудение,Начинающий,10578,Улица,Прогулка 60 мин,Вело 40 мин,Отжимания на турнике 3x10,Отжимания на турнике 3x10,Отжимания на турнике 3x10,Вело 40 мин,Кардио 30 мин
44,56,195,F,Похудение,Начинающий,6358,Улица,Прыжки через скакалку 3x1 мин,Бег 30 мин,Вело 40 мин,Бег 30 мин,Прогулка 60 мин,Вело 40 мин,Вело 40 мин
26,81,195,M,Поддержание,Продвинутый,4043,Зал,Функционалка 30 мин,Плавание 45 мин,Функционалка 30 мин,Бег 20 мин,Тяга штанги в наклоне 4x10,Присед 4x10,Тяга штанги в наклоне 4x10
52,71,183,F,Поддержание,Продвинутый,8632,Зал,Жим лёжа 4x8,Кардио 30 мин,Функционалка 30 мин,Растяжка 15 мин,Функционалка 30 мин,Плавание 45 мин,Функционалка 30 мин
55,87,178,M,Поддержание,Продвинутый,5138,Зал,Присед 4x10,Бег 20 мин,Шраги 3x12,Присед 4x10,Бег 20 мин,Растяжка 15 мин,Плавание 45 мин
26,90,187,M,Поддержание,Средний,8578,Зал,Растяжка 15 мин,Шраги 3x12,Тяга штанги в наклоне 4x10,Кардио 30 мин,Шраги 3x12,Растяжка 15 мин,Жим лёжа 4x8
43,88,173,F,Поддержание,Продвинутый,9535,Зал,Присед 4x10,Тяга штанги в наклоне 4x10,Шраги 3x12,Гиперэкстензия 3x15,Кардио 30 мин,Тяга штанги в наклоне 4x10,Шраги 3x12
47,69,182,F,Поддержание,Продвинутый,11635,Зал,Кардио 30 мин,Бег 20 мин,Шраги 3x12,Шраги 3x12,Присед 4x10,Жим лёжа 4x8,Жим лёжа 4x8
28,59,165,F,Поддержание,Продвинутый,10691,Зал,Шраги 3x12,Присед 4x10,Йога 30 мин,Кардио 30 мин,Тяга штанги в наклоне 4x10,Жим лёжа 4x8,Йога 30 мин
37,81,169,F,Поддержание,Начинающий,11803,Зал,Кардио 30 мин,Бег 20 мин,Кардио 30 мин,Кардио 30 мин,Гиперэкстензия 3x15,Бег 20 мин,Бег 20 мин
25,90,161,M,Поддержание,Продвинутый,5146,Зал,Плавание 45 мин,Тяга штанги в наклоне 4x10,Гиперэкстензия 3x15,Растяжка 15 мин,Йога 30 мин,Жим лёжа 4x8,Плавание 45 мин
34,76,162,M,Поддержание,Средний,9028,Зал,Функционалка 30 мин,Плавание 45 мин,Кардио 30 мин,Тяга штанги в наклоне 4x10,Шраги 3x12,Йога 30 мин,Йога 30 мин
21,55,175,F,Поддержание,Продвинутый,9273,Зал,Присед 4x10,Функционалка 30 мин,Шраги 3x12,Жим лёжа 4x8,Тяга штанги в наклоне 4x10,Шраги 3x12,Кардио 30 мин
54,89,169,M,Поддержание,Начинающий,9076,Зал,Шраги 3x12,Присед 4x10,Кардио 30 мин,Плавание 45 мин,Йога 30 мин,Жим лёжа 4x8,Растяжка 15 мин
19,78,179,F,Поддержание,Начинающий,4489,Зал,Растяжка 15 мин,Кардио 30 мин,Присед 4x10,Йога 30 мин,Функционалка 30 мин,Гиперэкстензия 3x15,Функционалка 30 мин
36,67,184,M,Поддержание,Средний,11851,Зал,Бег 20 мин,Функционалка 30 мин,Гиперэкстензия 3x15,Жим лёжа 4x8,Жим лёжа 4x8,Шраги 3x12,Шраги 3x12
32,55,175,F,Поддержание,Начинающий,11742,Зал,Бег 20 мин,Плавание 45 мин,Тяга штанги в наклоне 4x10,Шраги 3x12,Плавание 45 мин,Шраги 3x12,Растяжка 15 мин
48,91,184,F,Поддержание,Начинающий,7101,Зал,Жим лёжа 4x8,Кардио 30 мин,Жим лёжа 4x8,Тяга штанги в наклоне 4x10,Присед 4x10,Функционалка 30 мин,Присед 4x10
52,57,190,F,Поддержание,Продвинутый,8337,Зал,Плавание 45 мин,Растяжка 15 мин,Растяжка 15 мин,Жим лёжа 4x8,Функционалка 30 мин,Плавание 45 мин,Растяжка 15 мин
25,77,168,F,Поддержание,Средний,6814,Зал,Плавание 45 мин,Жим лёжа 4x8,Шраги 3x12,Гиперэкстензия 3x15,Растяжка 15 мин,Йога 30 мин,Кардио 30 мин
25,86,181,F,Поддержание,Продвинутый,7122,Зал,Бег 20 мин,Плавание 45 мин,Присед 4x10,Гиперэкстензия 3x15,Кардио 30 мин,Присед 4x10,Присед 4x10
50,93,178,M,Поддержание,Продвинутый,4844,Зал,Кардио 30 мин,Бег 20 мин,Кардио 30 мин,Плавание 45 мин,Жим лёжа 4x8,Шраги 3x12,Гиперэкстензия 3x15
28,75,180,F,Поддержание,Начинающий,8274,Зал,Тяга штанги в наклоне 4x10,Шраги 3x12,Плавание 45 мин,Кардио 30 мин,Гиперэкстензия 3x15,Жим лёжа 4x8,Шраги 3x12
50,55,163,M,Поддержание,Начинающий,8283,Зал,Присед 4x10,Жим лёжа 4x8,Плавание 45 мин,Шраги 3x12,Плавание 45 мин,Гиперэкстензия 3x15,Тяга штанги в наклоне 4x10
43,86,170,M,Поддержание,Начинающий,10985,Зал,Шраги 3x12,Жим лёжа 4x8,Присед 4x10,Гиперэкстензия 3x15,Шраги 3x12,Жим лёжа 4x8,Плавание 45 мин
20,61,164,F,Поддержание,Продвинутый,9428,Зал,Гиперэкстензия 3x15,Йога 30 мин,Растяжка 15 мин,Бег 20 мин,Жим лёжа 4x8,Кардио 30 мин,Тяга штанги в наклоне 4x10
54,89,161,M,Поддержание,Продвинутый,9328,Зал,Жим лёжа 4x8,Присед 4x10,Тяга штанги в наклоне 4x10,Йога 30 мин,Плавание 45 мин,Гиперэкстензия 3x15,Жим лёжа 4x8
